Calendar Year,Facility,IFR Itinerant Air Carrier,IFR Itinerant Air Taxi,IFR Itinerant GA,IFR Itinerant Military,IFR Overflight Air Carrier,IFR Overflight Air Taxi,IFR Overflight GA,IFR Overflight Military,VFR Itinerant Air Carrier,VFR Itinerant Air Taxi,VFR Itinerant GA,VFR Itinerant Military,VFR Overflight Air Carrier,VFR Overflight Air Taxi,VFR Overflight GA,VFR Overflight Military,Local Civil,Local Military,
2018,IWA,"12,146","9,255","19,754","1,477",4,76,199,5,11,"35,906","45,293","1,713",2,"1,357","3,973",527,"159,993","2,670",
2018,IXD,0,"2,304","7,904",574,0,4,492,0,0,383,"17,360",805,0,189,"2,209",84,"27,778",426,
2018,JAC,"8,075","7,837","7,055",76,0,0,1,4,5,145,"2,898",111,0,18,179,16,724,37,
2018,JAN,"10,148","8,579","6,585","6,622",34,191,"5,550",457,0,389,970,429,0,"1,560","6,157",262,905,"18,434",
2018,JAX,"63,573","14,960","10,612","3,850",307,431,"1,646",66,0,784,"2,378",736,0,614,"1,261",44,967,"4,489",
2018,JEF,3,428,"4,420",462,7,10,99,16,0,"1,296","10,815","1,293",1,109,365,68,"13,464",824,
2018,JFK,"423,083","28,054","3,704",269,605,88,109,2,4,"1,565","4,234",141,0,456,"17,220",382,0,0,
2018,JLN,522,"1,457","3,250",68,0,3,1,0,0,760,"7,842",126,0,969,160,51,"9,852",58,
2018,JNU,"9,325","3,301","2,168",97,1,118,28,0,496,"74,946","12,400",328,0,"2,431",170,2,"3,531",231,
2018,JQF,"2,735","2,552","12,156",172,11,12,46,4,17,"3,195","27,867",596,0,436,"2,604",30,"27,681",44,
2018,JRF,7,34,537,"1,536",0,0,0,0,1,38,"19,841","4,246",0,0,0,0,"119,628","16,840",
2018,JVL,14,"5,384","1,864",36,1,0,30,2,1,320,"13,540",166,0,61,"1,652",22,"15,932",417,
2018,JXN,0,453,"3,421",63,0,9,472,8,0,214,"16,910",105,0,541,"1,043",134,"17,174",74,
2018,KOA,"31,519","4,992","2,798","2,188",0,88,71,5,9,"18,198","16,107","1,170",0,210,393,109,"40,719","3,842",
2018,LAF,122,716,"4,569",39,0,1,19,3,3,214,"38,667",77,3,48,282,23,"70,537",22,
2018,LAL,19,"1,177","19,065","1,290",0,14,"3,358",35,0,143,"45,487",458,0,14,"6,420",54,"57,538","2,037",
2018,LAN,"2,124","15,353","7,425","1,176",3,80,365,42,6,178,"4,466",212,0,154,"1,089",84,"2,574",53,
2018,LAS,"366,700","31,473","39,271",727,173,543,"1,926",107,13,"97,355","3,857",470,0,"15,278","8,187",278,0,0,
2018,LAW,"1,857",119,"2,124","11,180",0,0,23,45,0,2,"3,766",543,0,0,37,111,"1,609",450,
2018,LAX,"649,082","40,246","16,539",323,313,89,64,2,10,64,"1,401",168,0,117,"14,068",948,0,0,
2018,LBB,"13,725","12,310","13,544","7,619",17,27,153,96,27,"5,271","11,612",940,9,"2,951","1,941",109,"14,922","5,971",
2018,LBE,"1,948","4,513","2,965",252,0,4,11,0,0,270,"8,057",236,0,441,568,49,"5,292",198,
2018,LCH,19,"4,708","4,370","1,469",2,119,417,234,0,"3,541","5,710",76,0,336,"2,473",94,"7,106",77,
2018,LEB,17,"5,693","3,314",104,0,19,76,4,2,"3,309","9,201",285,0,"2,121",661,44,"10,044",246,
2018,LEE,0,395,"10,014",74,0,15,455,1,0,919,"20,075",59,0,111,"1,084",20,"28,187",18,
2018,LEX,"16,643","12,605","17,104","1,037",7,6,12,6,1,"2,036","14,522",532,8,224,212,42,"5,947",398,
2018,LFT,"3,752","6,946","10,474",813,42,84,139,123,0,"5,670","7,571",112,0,821,"1,499",48,"3,640",52,
2018,LGA,"309,242","54,338","2,915",87,569,104,232,18,0,272,"1,903",108,0,"13,035","49,448",434,0,0,
2018,LGB,"34,819","3,955","23,653",502,26,111,395,16,1,"4,265","73,455",311,1,16,"17,064",542,"115,243",50,
2018,LIH,"29,192","4,480","1,399","1,261",0,210,2,21,249,"78,399","5,236",686,0,26,243,97,"16,584",472,
2018,LIT,"23,282","11,777","22,031","7,104",468,230,625,302,2,"1,135","10,531",868,0,"4,061","2,883",231,"4,460","15,346",
2018,LMT,0,"1,876","1,752","5,547",0,0,1,0,0,"1,615","8,465","4,933",0,0,6,0,"11,464","6,979",
2018,LNK,834,"10,734","10,511","7,200",1,9,42,22,0,607,"11,707","1,220",0,414,415,34,"12,697","3,345",
2018,LNS,8,"4,666","10,153",684,0,3,61,0,0,206,"32,762",352,0,192,968,57,"41,496","1,914",
2018,LOU,2,475,"7,265",47,47,72,164,25,1,"1,368","33,534",166,2,718,"1,164",277,"41,274",50,
2018,LRD,"6,224","9,874","7,575","3,171",0,0,0,0,0,24,"9,738","1,520",0,0,0,0,"12,974","28,059",
2018,LSE,"1,177","3,598","2,564",123,0,8,60,0,0,218,"6,047",126,0,"1,176","1,399",70,"5,643",112,
2018,LUK,95,"11,151","19,342",226,2,28,38,6,0,"2,154","21,965",335,0,"2,552","2,598",33,"27,852",66,
2018,LVK,13,"1,816","9,703",75,1,3,15,0,11,41,"45,603",96,0,1,"1,788",97,"88,359",263,
2018,LWB,"1,902","4,075","5,518",273,0,11,29,4,0,898,"3,309",442,0,5,69,17,"1,771",506,
2018,LWM,0,475,"3,279",9,0,119,"1,175",10,0,25,"17,420",20,0,3,"2,624",21,"17,122",24,
2018,LWS,"1,180","2,178","1,867",35,0,4,74,0,1,"1,565","12,387",47,0,276,653,14,"8,832",48,
2018,LYH,"1,096","3,589","7,174",439,0,7,384,6,4,684,"25,478",442,0,189,"1,282",51,"49,699",324,
2018,LZU,0,"4,143","12,591",11,0,0,4,2,0,530,"32,101",58,0,166,"1,416",136,"49,078",46,
2018,MAF,"14,866","7,768","16,280","6,717",22,156,544,56,8,105,"8,302",713,0,415,"4,596",15,"3,328","6,907",
2018,MBS,"1,118","5,764","5,962",153,2,24,139,7,15,138,"3,353",558,0,137,970,100,"2,849",84,
2018,MCI,"117,619","5,113","2,857",629,180,76,99,139,0,190,684,211,0,106,"1,330",87,58,88,
2018,MCN,47,"1,525","6,578",382,0,6,168,"3,462",0,17,"3,774",276,0,322,612,98,"2,102",24,
2018,MCO,"323,121","15,757","13,753",347,180,7,11,0,39,203,"2,161",152,1,70,471,18,0,0,
2018,MDH,21,979,622,21,0,176,37,2,0,"20,435","4,927",62,0,557,788,46,"58,079",342,
2018,MDT,"14,786","15,698","5,047","3,011",23,201,"1,451",114,5,207,"3,714",991,2,"1,362","4,672",432,"4,364","3,359",
2018,MDW,"181,245","26,652","28,606",77,154,109,87,18,2,718,"5,825",197,0,"1,459","1,902",186,0,0,
2018,MEI,8,"2,286","6,242","22,338",0,0,0,0,0,"1,057","6,637","3,777",0,0,0,0,"7,138","22,131",
2018,MEM,"188,237","16,446","18,199","1,504",442,77,144,12,10,56,"1,873",274,1,421,"2,448",622,86,30,
2018,MER,4,45,"2,011",371,0,54,475,1,0,114,"14,335",123,1,469,893,3,"17,181",713,
2018,MFD,8,405,"4,367","1,243",0,43,349,56,0,300,"4,717",874,3,183,898,61,"2,451","1,065",
2018,MFE,"8,224","3,724","9,394","7,022",0,0,32,0,0,122,"16,074","1,676",0,4,"3,350",156,"9,958","1,423",
2018,MFR,"10,443","7,313","5,603",340,0,1,35,0,679,"1,416","11,145",138,4,272,"1,745",10,"5,823",288,
2018,MGM,539,"8,755","9,370","17,834",1,20,116,516,0,907,"8,244","3,104",0,543,688,381,"12,316","15,421",
2018,MGW,0,"5,332","4,022",445,0,0,0,0,0,"15,623","8,084","1,302",0,0,0,0,"17,173",914,
2018,MHK,629,"2,365","4,004","1,500",0,14,71,712,0,164,"7,876","1,048",0,558,589,"5,482","10,480","2,770",
2018,MHR,"4,117","4,534","7,724","2,785",27,174,635,132,"4,135","11,810","27,532","5,428",13,"1,180","5,515",619,"25,078","9,972",
2018,MHT,"20,898","13,464","5,596",292,34,188,723,51,2,"1,721","6,063",69,2,124,"3,864",24,"4,005",62,
2018,MIA,"355,641","43,186","13,221",584,611,104,151,20,425,268,"2,653",54,12,125,"8,800",220,0,0,
2018,MIC,6,51,"3,113",18,"1,161",945,935,25,1,465,"16,683",227,2,"1,849","2,751",123,"17,500",45,
2018,MIE,2,87,"3,155",34,0,119,"1,126",4,0,310,"16,672",243,0,304,"3,293",128,"12,058",264,
2018,MKC,161,"13,884","17,621",358,32,21,30,79,12,"1,863","22,360",592,13,856,"6,985",167,"14,565",179,
2018,MKE,"64,337","33,706","8,569","1,708",55,171,493,7,1,603,"2,375",194,0,191,998,48,177,42,
2018,MKG,77,"2,296","4,971",210,1,126,69,6,12,56,"7,560",407,2,32,"1,031",92,"7,952",226,
2018,MKK,0,"8,677",330,174,0,241,28,3,0,"27,116","1,978",150,0,"6,163","4,397","1,084","1,552",564,
2018,MKL,0,"1,509","3,612",165,0,0,2,0,0,31,"8,657","1,118",2,"1,266","1,146",99,"6,030","1,390",
2018,MLB,"5,103","2,587","25,313",396,102,9,54,348,0,"1,425","41,391",208,10,958,"1,070",216,"39,922",123,
2018,MLI,"5,580","9,026","5,646",352,25,72,325,19,0,26,"4,932",104,0,806,755,37,"6,347",459,
2018,MLU,"1,219","5,394","8,913","6,213",1,26,67,34,1,94,"5,020",578,0,79,742,129,"1,293","1,888",
2018,MMU,13,"10,994","19,251",69,325,"6,298","7,391",7,0,356,"18,512",81,0,227,"5,265",17,"27,867",13,
2018,MOB,"4,249","9,333","3,322","29,381",242,80,532,948,1,403,"3,436","10,651",0,261,401,438,"2,495","8,341",
2018,MOD,10,"2,909","6,652",61,2,374,"2,145",14,0,"8,897","15,885",22,0,"5,614",427,42,"10,752",2,
2018,MOT,"1,140","6,265","3,639",147,0,0,0,0,6,913,"5,712",212,0,4,1,0,"8,088","1,790",
2018,MQY,258,"3,049","16,258","1,195",8,0,2,0,1,"1,634","27,801","1,505",0,"1,500",906,390,"49,521","1,732",
2018,MRI,0,"1,524","1,887",44,464,268,109,868,1,"15,277","63,449","1,765",7,335,"4,241","1,466","67,451",2,
2018,MRY,"3,684","11,065","13,146","1,075",31,103,228,56,3,370,"17,096",822,187,24,"1,902",199,"19,049","3,010",
2018,MSN,"22,950","10,681","13,557","3,202",12,205,205,6,64,388,"16,850","1,832",0,791,682,47,"17,788",266,
2018,MSO,"8,212","4,917","4,484",178,16,0,4,0,1,"1,270","9,407",113,0,64,347,5,"7,833",202,
2018,MSP,"321,649","72,540","9,741","2,375",276,442,"1,626",14,1,69,340,198,0,"2,802",808,180,0,0,
2018,MSY,"117,292","4,620","8,995",523,178,54,210,43,0,"2,873","1,991",368,0,"1,945","3,359","2,065",0,0,
2018,MTN,0,"1,893","9,097",943,8,10,48,2,0,253,"29,859","1,004",0,462,"4,771",749,"39,876",684,
2018,MVY,990,"9,985","4,969",71,0,31,26,0,0,"6,097","12,208",129,0,68,"3,961",60,"1,160",74,
2018,MWA,10,"3,960",494,118,0,55,28,0,5,"3,372","2,520",424,2,"1,135",170,51,"7,636",417,
2018,MWC,0,152,"2,358",23,284,928,"1,034",32,0,365,"9,677",160,4,"1,058","1,416",55,"13,077",218,
2018,MWH,"5,091","2,912","3,288","3,284",21,19,25,21,"2,377","8,116","9,000","2,109",8,25,"2,468",60,"34,821","6,337",
2018,MYF,0,"1,861","23,582",583,7,14,76,45,4,"3,313","78,562",568,8,60,"8,988","1,367","117,927",199,
2018,MYR,"23,647","3,332","7,199","4,238",5,45,332,87,28,"68,485","8,209",861,0,"93,188","1,907",225,"5,848","1,476",
2018,NEW,3,"3,943","19,842","2,261",120,20,86,25,0,943,"17,018","1,350",1,391,904,559,"18,631","1,197",
2018,NQA,22,281,"3,538","1,028",3,6,181,2,0,32,"10,235",362,0,504,988,15,"9,227","2,841",
2018,OAJ,399,33,93,30,0,0,0,2,0,103,150,42,0,0,4,5,132,350,
2018,OAK,"132,863","24,569","18,405",174,110,406,"2,462",5,1,"2,543","21,290",709,1,911,"13,621",337,"40,832",347,
2018,OCF,51,"1,196","15,451",537,0,0,256,1,0,33,"28,351",136,0,426,832,109,"23,580",412,
2018,OGD,266,619,"9,356",101,4,7,14,341,0,"3,419","41,281",62,1,499,"1,127","2,391","40,889",152,
2018,OGG,"52,877","8,824","2,433",702,0,84,7,1,53,"64,609","8,588",554,0,"1,364",168,43,"10,304",87,
2018,OJC,0,704,"7,345",12,0,18,182,4,0,3,"15,207",33,0,26,"1,543",91,"16,334",18,
2018,OKC,"51,095","8,007","11,875","15,777",64,440,"1,302",194,9,"2,147","5,901","2,724",0,"1,318","4,121",701,"1,258","11,270",
2018,OLM,0,369,"5,573",428,0,6,199,5,0,634,"18,273",360,0,91,"2,296",382,"27,211",720,
2018,OLV,0,"3,716","3,614",77,18,38,0,6,0,"1,583","18,974",253,4,248,78,22,"27,330",304,
2018,OMA,"54,205","19,306","13,366","1,651",12,39,91,2,0,274,"4,545",221,0,"1,103","2,094",15,"7,058",906,
2018,OMN,0,8,"5,136",3,2,0,3,0,0,0,"48,946",1,0,12,"1,256",22,"45,490",0,
2018,ONT,"70,216","12,291","4,047",85,77,46,963,9,6,"1,106","6,945",249,0,444,"15,163",470,"5,507",2,
2018,OPF,69,"10,740","43,239","1,022",0,4,8,0,0,"1,296","42,312","4,173",0,102,"9,500",36,"47,631","3,685",
2018,ORD,"652,616","245,566","4,797",57,524,385,66,0,6,21,668,16,1,150,377,4,0,0,
2018,ORF,"35,956","20,230","10,743",464,364,80,88,"2,459",31,66,"4,642",254,9,10,853,"1,117",362,72,
2018,ORH,"2,009","1,576","2,563",150,0,5,62,28,1,420,"6,375",122,25,"1,347","3,185",215,"5,502",507,
2018,ORL,7,"5,882","21,951",45,99,70,50,4,7,"1,155","33,648",60,0,"4,178","1,972",17,"41,291",0,
2018,OSH,0,"1,619","4,231",224,0,6,14,1,0,148,"35,967",136,0,81,"1,244",17,"32,139",94,
2018,OSU,4,"3,664","7,426",21,362,818,"1,033",1,0,"11,822","24,512",85,1,"1,256","4,669",350,"31,934",112,
2018,OTH,69,"2,878","1,857",440,0,2,1,17,0,972,"2,556","2,922",0,60,632,381,"1,251","3,942",
2018,OUN,0,461,"5,064",276,290,228,672,158,42,72,"19,585",339,6,473,"1,661",95,"22,439",342,
2018,OWB,220,"2,478","2,680",753,0,2,17,4,0,78,"5,340",454,0,132,"1,370",58,"3,669",712,
2018,OWD,0,"1,793","3,909",19,18,52,6,0,4,"5,286","28,707",20,0,"1,977","2,312",160,"25,250",26,
2018,OXC,0,"1,899","3,182",58,0,10,32,1,0,"1,015","12,621",617,0,54,"2,267",170,"11,650",406,
2018,OXR,0,"1,539","6,533",71,0,"1,454","5,606",131,0,"3,359","21,580",82,0,"2,466","5,480",571,"40,444",190,
2018,PAE,"2,857",969,"11,966",335,4,32,436,6,60,122,"41,942",44,3,687,"3,733",26,"56,589",317,
2018,PAH,5,"2,578","3,415",273,0,0,6,4,0,675,"9,153",645,0,433,"1,208",179,"5,882",560,
2018,PAO,4,249,"5,468",2,"1,135","1,320","2,458",14,0,511,"48,080",72,0,"1,749","4,266",410,"91,736",59,
2018,PBI,"53,389","29,298","35,723",540,13,44,110,33,4,"2,110","18,137",595,3,993,"5,813",163,119,0,
2018,PDK,46,"16,982","44,604",293,0,97,331,156,0,"1,372","45,897",116,0,"2,574","8,860",104,"41,768",54,
2018,PDT,15,"2,865",603,127,0,2,33,0,0,"1,293","4,279",775,0,84,258,12,"3,975",940,
2018,PDX,"193,175","16,111","9,788","3,257",60,24,"1,202",6,2,"4,550","4,600",260,13,904,"37,449",116,"2,247",3,
2018,PGD,"9,588","1,309","10,117",248,2,8,18,0,7,774,"28,413",72,2,152,"4,799",12,"25,053",104,
2018,PHF,"3,499","7,036","7,492","6,049",2,14,53,240,4,53,"10,587","1,595",0,3,"1,541","3,461","15,486","12,990",
2018,PHL,"259,796","104,528","12,069",185,380,400,197,16,1,389,"2,452",237,0,"1,101","3,176",658,0,0,
2018,PHX,"383,986","21,132","13,556","1,738",155,"1,822",399,"1,262",2,"6,541","6,812",485,1,"16,706","7,193","2,721",0,0,
2018,PIA,"3,946","11,039","5,101","1,514",36,186,358,18,0,620,"6,027","1,686",0,"1,123","2,038",102,"4,173","2,730",
2018,PIE,"15,519","4,266","22,498","3,332",81,39,856,25,5,305,"22,128","5,544",1,368,"5,605",578,"55,037","5,844",
2018,PIH,166,"4,707","1,677",82,0,7,9,0,934,"2,054","9,315",75,3,469,580,4,"8,316",34,
2018,PIT,"98,519","40,041","7,074","4,164",49,81,128,7,0,138,714,150,0,"1,224",451,26,40,574,
2018,PKB,0,"2,681","3,579",879,0,3,36,15,0,188,"7,386","1,950",0,205,300,21,"6,815","8,518",
2018,PMD,8,2,"5,856","5,064",0,0,"1,882",28,0,4,"1,885",761,0,0,"8,082",52,"1,233","10,422",
2018,PMP,0,239,"6,179",17,1,"9,073","19,216",30,0,120,"52,438",10,0,"1,451","22,150",71,"83,277",8,
2018,PNE,4,"4,448","9,441",265,290,539,994,32,0,36,"26,018",100,1,10,"6,278",73,"18,453",2,
2018,PNS,"17,954","10,949","11,808","9,763",1,38,8,61,22,442,"19,379","6,480",0,"1,992",190,"2,291","38,938","1,012",
2018,POC,76,232,"6,301",31,842,303,406,7,0,334,"31,325",51,14,358,"9,698",101,"47,845",24,
2018,POU,6,764,"4,626",44,178,174,152,34,1,124,"19,671",83,0,113,"2,065",226,"27,991",156,
2018,PRC,123,"1,431","11,445",274,0,3,20,0,0,619,"63,340",355,0,289,291,29,"157,671",296,
2018,PSC,"9,144","3,887","5,780",948,7,25,58,2,6,499,"10,593",298,14,723,"1,466",47,"14,678","1,057",
2018,PSP,"21,220","9,871","7,170",444,114,186,300,34,8,"1,001","12,596","1,182",0,894,"4,397",143,"4,022",153,
2018,PTK,630,"9,228","25,454",55,8,76,346,8,107,"1,032","31,053",183,0,14,"2,472",37,"63,362",0,
2018,PUB,161,"3,544","6,089","1,710",0,3,9,16,11,594,"9,999","69,726",2,179,816,"3,397","5,563","98,975",
2018,PVD,"38,246","10,926","6,464",223,16,4,14,6,3,250,"6,835",94,0,6,354,63,"7,825",82,
2018,PVU,"1,128","1,021","8,623",118,0,0,2,1,86,236,"26,731",85,14,"1,557","2,376",122,"47,246",118,
2018,PWA,12,"2,803","12,562",606,"1,066",149,"1,477",332,1,653,"19,219",132,6,"2,909","6,571",176,"13,259",600,
2018,PWK,18,"13,697","22,361",23,6,23,19,0,0,403,"22,001",51,0,16,734,10,"20,277",0,
2018,PWM,"19,567","15,366","6,855",357,24,94,79,4,3,598,"9,712",250,0,539,"1,344",51,"4,150",68,
2018,RAL,0,69,"7,136",24,0,18,"5,270",7,0,"2,309","32,787",344,0,112,"6,892",84,"62,859",55,
2018,RAP,"3,560","11,526","6,788",614,19,7,46,865,19,294,"9,521","1,283",0,90,162,410,"10,809",667,
2018,RBD,0,155,"4,800",49,32,28,179,2,0,18,"21,496",31,0,32,"8,726",26,"13,965",26,
2018,RDD,27,"5,925","2,544",293,2,2,7,0,0,"19,811","17,192",513,0,16,"1,600",4,"21,556",105,
2018,RDG,45,"3,032","7,006",528,0,53,407,12,0,"1,447","14,510",744,2,606,"2,013",247,"18,002","1,075",
2018,RDM,"9,955","4,604","2,521",109,0,6,276,2,755,"2,357","22,474",111,4,713,"2,266",82,"24,531",102,
2018,RDU,"123,996","28,763","28,863","1,150",109,23,42,1,0,673,"24,867","1,089",10,211,688,33,"1,085",156,
2018,RFD,"17,806","1,228","7,388",753,32,21,206,7,4,61,"7,100",487,1,366,713,279,"5,375",256,
2018,RHV,1,58,"2,365",4,265,42,122,0,1,458,"70,390",41,0,237,"2,541",34,"94,415",6,
2018,RIC,"43,883","22,673","14,060","2,021",73,70,222,14,0,437,"7,867","1,637",0,553,980,137,"7,060","1,170",
2018,RME,69,579,"2,084",948,0,0,0,0,7,114,"6,192",747,0,9,20,0,"8,736","1,309",
2018,RNM,2,112,"1,577",7,0,0,4,0,0,6,"32,100",233,0,2,"5,377",41,"64,311",71,
2018,RNO,"45,815","10,128","9,927","1,166",9,1,6,2,12,"1,345","15,979",842,0,"3,120",732,109,"8,259",314,
2018,RNT,552,133,"4,702",11,1,64,786,5,162,"2,744","40,027",636,12,60,"3,481",40,"94,323",112,
2018,ROA,"3,915","14,191","7,056",539,167,378,205,102,23,305,"8,828",343,31,"1,580","1,297",120,"17,470",385,
2018,ROC,"27,178","18,891","9,172",619,19,26,23,5,1,301,"11,009","1,394",3,918,269,45,"14,004",409,
2018,ROG,0,952,"7,438",11,4,8,71,0,0,445,"3,131",11,0,660,"2,280",32,"1,070",0,
2018,ROW,"1,584","3,052","2,816","5,165",2,6,26,36,54,"1,262","3,718","1,489",0,58,344,20,"4,617","6,254",
2018,RST,"4,031","8,632","9,302","1,137",3,56,78,18,0,487,"6,275",126,0,"1,091",777,8,"10,312","2,752",
2018,RSW,"68,062","5,521","5,578","1,168",116,241,"1,318",21,6,133,"1,742",156,0,185,"4,149",30,52,0,
2018,RVS,1,"1,463","17,818",35,31,19,63,10,1,722,"56,161",357,0,275,766,"1,239","120,699",20,
2018,RYN,0,2,"3,829",325,0,0,311,0,0,0,"28,271","1,702",0,0,94,8,"45,177","10,708",
2018,RYY,1,"3,131","10,180",528,0,2,0,9,4,987,"24,529",377,0,487,"1,819",96,"30,555",338,
2018,SAC,0,833,"17,502",95,32,64,162,26,0,"1,369","55,367",146,22,"4,375","10,418",503,"35,901",96,
2018,SAF,"3,108","4,503","8,803",832,22,1,1,0,3,"1,034","16,739","1,640",0,169,192,16,"24,359","1,310",
2018,SAN,"201,453","12,283","8,301",375,838,403,145,68,13,214,"2,036",383,0,"1,022","17,548","14,468",0,0,
2018,SAT,"94,873","16,709","31,705","3,442",120,55,159,84,1,"4,168","12,897","1,275",0,"3,191","4,394",769,405,70,
2018,SAV,"28,220","18,075","22,118","5,273",23,23,45,94,6,"2,085","10,882","1,106",0,631,531,136,"7,774","1,306",
2018,SAW,907,"5,089","1,048",181,0,0,8,0,941,189,"3,403",453,0,69,304,28,"3,762",721,
2018,SBA,"7,242","16,700","15,641",832,19,28,38,3,1,721,"28,643",809,1,324,836,119,"29,886",192,
2018,SBN,"4,695","14,588","7,806",229,44,132,347,7,3,496,"5,550",118,0,326,754,131,"9,899",264,
2018,SBP,"4,632","6,049","7,803",245,0,7,156,0,70,382,"30,540",249,0,157,645,48,"30,367",141,
2018,SBY,0,"6,034","2,381",487,12,1,66,30,0,"1,629","10,883","2,769",0,20,806,158,"12,926","9,288",
2018,SCK,"2,431",950,"12,152",476,5,2,29,5,63,839,"19,548",749,2,55,570,34,"45,874",959,
2018,SDF,"129,761","24,663","8,961","1,539",125,131,"1,278",16,4,760,"2,592",708,1,"4,279","5,246",116,591,120,
2018,SDL,10,"14,290","34,715",328,1,28,713,0,4,"1,000","53,095",403,0,22,"6,986",8,"62,245",101,
2018,SDM,8,"1,199","5,672",587,"1,014",52,31,5,0,122,"27,743","1,989",0,10,"2,377","1,462","39,828",898,
2018,SEA,"427,168","8,213","1,319",58,663,495,466,10,2,296,"1,306",29,0,120,"1,315",31,0,0,
2018,SEE,0,340,"16,547",676,0,13,215,10,0,32,"70,738",59,0,64,"4,663",325,"157,467",14,
2018,SFB,"20,686","36,632","8,221",136,1,19,28,1,5,"59,303","12,871",55,1,57,992,21,"183,175",55,
2018,SFF,0,"1,102","3,751",19,15,27,158,0,0,"2,848","22,124",40,2,"1,035",411,116,"29,320",32,
2018,SFO,"407,147","47,865","9,389",414,421,44,36,2,5,781,"2,352","2,213",0,370,"4,250",155,0,0,
2018,SGF,"8,768","16,124","11,964","1,316",8,25,107,10,1,"3,396","5,507","1,029",0,414,370,12,"8,876",883,
2018,SGJ,3,"2,221","13,044",804,4,0,0,2,0,"4,752","47,342",820,0,184,"1,443",853,"85,715",741,
2018,SGR,12,"5,466","18,178",56,0,26,57,0,0,"1,026","21,165",84,0,"11,298","5,466",56,"21,642",62,
2018,SHV,"8,775","11,370","7,764","2,028",19,27,125,8,2,348,"5,676",372,0,472,"1,041",35,"3,352",456,
2018,SIG,9,63,"3,491",112,0,0,7,0,3,"8,626","37,891","1,399",0,10,"2,014",320,"36,984",482,
2018,SJC,"136,228","21,934","17,478",100,55,"1,452","2,277",293,0,802,"15,330",143,2,"1,220","6,406",663,"3,608",4,
2018,SJT,"2,277","3,434","5,322","7,591",0,5,311,"2,188",4,621,"11,313","2,456",0,910,"3,101",152,"12,449","17,734",
2018,SJU,"66,025","29,037","5,577","1,100",20,169,54,9,428,"31,371","8,378",440,37,"7,500","7,190",597,825,146,
2018,SLC,"224,502","54,241","20,542","1,629",7,15,111,407,3,"5,239","21,458","4,790",8,"3,561","8,832","4,770","4,987",13,
2018,SLE,2,"1,103","5,214",661,0,1,0,0,1,"2,662","15,652","1,262",0,161,"1,818",16,"12,041","1,509",
2018,SLN,160,"3,707","3,912","1,951",10,0,4,1,102,"14,290","4,963","1,617",0,71,389,334,"33,320","4,324",
2018,SMF,"109,750","8,774","3,139",646,223,37,40,28,0,339,"3,456",273,16,164,"1,358",135,"2,286","1,296",
2018,SMO,2,"2,852","8,663",43,17,9,46,3,3,"1,083","37,183",53,0,1,"23,992",853,"22,351",12,
2018,SMX,363,"2,932","4,241",264,0,0,3,0,0,"1,959","14,094",195,0,7,692,69,"10,455",914,
2018,SNA,"92,803","18,328","34,477",163,"1,185",193,647,92,4,271,"75,746",594,1,100,"9,407",314,"112,047",96,
2018,SNS,2,583,"11,609",193,0,0,78,0,0,"1,239","28,663",421,0,53,"2,168",49,"25,939",302,
2018,SPG,0,26,"4,196",30,1,0,30,"1,600",0,"2,205","37,620",218,1,935,"3,459","1,273","38,491","1,132",
2018,SPI,297,"4,124","5,573","1,686",0,203,245,47,0,252,"5,544",296,0,"1,871","1,331",168,"7,466","2,374",
2018,SQL,17,"2,923","4,701",7,24,54,261,6,0,"7,533","32,556",112,2,488,"8,473",452,"46,034",200,
2018,SRQ,"12,968","8,382","24,589","1,191",6,3,18,0,1,"1,026","34,841",774,0,134,"1,748",93,"35,066",722,
2018,SSF,6,153,"2,965","3,894",18,4,19,18,0,"4,194","25,205","1,473",8,304,444,408,"68,981","4,674",
2018,STC,326,259,"3,408",231,0,4,68,12,2,335,"9,192","1,467",0,"1,593",902,10,"14,208","1,062",
2018,STJ,10,3,"2,146","1,300",0,0,9,3,4,376,"6,278","1,416",0,0,100,2,"5,055","3,135",
2018,STL,"138,922","45,998","5,511",915,132,"1,341","2,121",113,34,"1,125",902,347,26,449,"1,748",92,365,193,
2018,STP,19,"4,520","15,549",541,46,49,312,11,3,"1,203","6,700","2,442",0,888,"3,071",94,"7,837","1,302",
2018,STS,"6,561","3,900","8,136",142,0,0,0,0,11,"4,566","33,484",424,0,819,"1,479",2,"27,634",202,
2018,STT,"5,069","7,618","1,684",34,0,57,13,11,0,"20,774","10,665",156,0,"1,062",313,12,"1,895",8,
2018,STX,"2,264","5,177","1,360",213,0,169,100,4,80,"12,378","6,328",156,0,46,21,1,"1,195",160,
2018,SUA,0,"6,587","16,826",157,14,41,805,9,0,"2,645","45,344",194,0,"1,996","6,212",489,"34,838",110,
2018,SUN,"3,371","5,836","7,349",16,2,8,3,0,2,223,"6,930",22,0,248,"1,762",38,644,0,
2018,SUS,41,"11,441","21,791",906,4,71,285,3,1,279,"26,559",472,0,153,"2,255",46,"38,138",247,
2018,SUX,108,"2,664","5,824","2,217",0,3,31,8,49,606,"3,323",103,0,57,235,5,"2,314","1,103",
2018,SWF,"6,308","6,363","6,085","1,528",0,7,509,20,12,"1,024","11,449","1,996",0,169,"2,545",68,"5,430","2,834",
2018,SWO,32,"1,304","4,981",803,0,0,0,0,0,"1,186","22,521",631,0,22,462,36,"40,692","1,826",
