Date,Facility,IFR Air Carrier,IFR Air Taxi,IFR GA,IFR Military,VFR Air Carrier,VFR Air Taxi,VFR GA,VFR Military,Local Civil,Local Military
Apr-20,BQN,145,121,23,12,0,1,601,311,744,542
Apr-20,BRO,150,130,97,366,0,22,103,10,32,479
Apr-20,BTL,0,54,142,5,0,8,240,7,204,46
Apr-20,BTR,301,118,427,37,0,29,685,12,207,34
Apr-20,BTV,247,417,130,123,0,2,327,72,183,24
Apr-20,BUF,"1,167",365,129,11,0,81,98,3,0,0
Apr-20,BUR,"1,638",593,354,19,0,29,742,25,"2,054",0
Apr-20,BVY,0,43,67,1,0,1,948,0,694,10
Apr-20,BWI,"6,890","1,136",204,50,0,19,114,25,0,0
Apr-20,BZN,360,341,321,2,0,21,"1,208",6,"1,493",0
Apr-20,CAE,684,785,338,275,0,5,424,21,364,194
Apr-20,CAK,362,441,515,7,0,16,560,11,408,0
Apr-20,CCR,0,73,210,3,0,103,"1,424",2,798,0
Apr-20,CDW,0,29,86,0,0,11,"1,121",65,422,98
Apr-20,CGF,0,251,106,0,0,6,217,0,190,0
Apr-20,CHA,349,205,643,280,0,2,618,31,585,98
Apr-20,CHD,0,38,184,0,0,589,"4,006",0,"7,935",0
Apr-20,CHO,152,560,479,72,0,172,954,39,"1,892",476
Apr-20,CHS,"1,159",454,525,592,0,112,589,44,284,471
Apr-20,CIC,0,73,56,18,0,232,"1,136",2,227,6
Apr-20,CID,526,201,207,11,0,0,546,8,842,0
Apr-20,CKB,18,90,75,61,0,24,136,10,20,92
Apr-20,CLE,"2,014",391,108,1,1,30,61,1,0,0
Apr-20,CLL,2,111,410,695,0,102,676,102,360,390
Apr-20,CLT,"16,399","1,916",446,36,0,65,317,10,0,0
Apr-20,CMA,0,60,668,5,0,1,"2,994",18,"5,012",0
Apr-20,CMH,"2,344",384,328,14,0,53,166,7,0,0
Apr-20,CMI,0,206,201,2,0,26,293,6,130,0
Apr-20,CNO,1,12,621,14,0,6,"2,318",59,"5,443",132
Apr-20,CNW,0,3,49,204,0,4,147,118,246,"1,196"
Apr-20,COS,472,419,372,234,0,78,968,280,"1,581",877
Apr-20,COU,40,222,128,6,0,25,311,17,350,6
Apr-20,CPR,74,429,190,14,0,35,867,4,736,14
Apr-20,CPS,0,30,282,12,0,137,"1,083",0,"1,466",0
Apr-20,CRE,0,14,202,28,0,1,319,1,142,78
Apr-20,CRG,0,41,"1,271",22,0,8,"2,774",174,"5,859",4
Apr-20,CRP,248,221,367,"2,048",0,39,289,323,118,"2,640"
Apr-20,CRQ,0,115,"1,477",76,0,4,"2,501",26,"4,269",23
Apr-20,CRW,122,273,127,93,0,16,228,42,6,10
Apr-20,CSG,13,83,107,14,0,21,570,13,"1,051",6
Apr-20,CVG,"5,824",337,133,6,0,0,106,15,108,6
Apr-20,CWA,0,346,37,0,0,2,179,2,118,4
Apr-20,CWF,3,2,94,308,0,27,307,33,178,322
Apr-20,CXO,0,27,895,19,0,40,"2,915",64,"3,558",46
Apr-20,CXY,0,5,104,2,0,4,496,8,158,14
Apr-20,CYS,1,53,193,97,0,1,152,32,824,678
Apr-20,DAB,236,594,590,31,0,"2,959","1,528",9,"1,276",0
Apr-20,DAL,"4,687","1,024",878,44,0,69,238,10,0,0
Apr-20,DAY,697,381,240,48,0,0,305,19,0,0
Apr-20,DBQ,7,75,121,0,0,8,361,4,504,14
Apr-20,DCA,"5,911",219,38,18,0,3,9,114,0,0
Apr-20,DEC,97,52,67,28,0,1,553,28,836,47
Apr-20,DEN,"13,378","5,499",36,2,0,48,54,5,0,0
Apr-20,DET,0,13,60,2,0,4,295,2,732,20
Apr-20,DFW,"19,770","3,727",81,12,0,50,96,3,0,0
Apr-20,DHN,82,43,370,823,1,4,588,598,878,"3,150"
Apr-20,DLH,14,312,324,202,0,23,406,12,350,157
Apr-20,DPA,0,305,474,9,0,3,"1,516",9,"3,640",0
Apr-20,DSM,"1,212",65,399,40,2,15,433,0,369,40
Apr-20,DTN,0,1,149,0,0,11,"1,072",1,"1,616",0
Apr-20,DTO,1,17,473,4,0,3,"4,791",0,"6,538",0
Apr-20,DTS,0,62,628,29,0,120,790,26,959,129
Apr-20,DTW,"8,676","2,088",111,33,0,0,98,2,0,0
Apr-20,DVT,1,858,420,5,2,"4,641","5,263",2,"24,162",3
Apr-20,DWH,0,32,675,19,0,73,"3,850",7,"6,279",0
Apr-20,DXR,0,7,48,0,0,5,"1,097",5,638,0
Apr-20,EAU,0,107,86,2,0,73,454,15,188,2
Apr-20,ECP,620,222,700,130,1,16,727,61,524,462
Apr-20,EGE,44,70,136,1,0,0,363,40,326,118
Apr-20,ELM,82,128,34,3,0,0,48,0,199,0
Apr-20,ELP,"1,433",280,229,417,1,223,884,456,214,588
Apr-20,EMT,0,3,115,0,0,5,"1,281",4,"2,423",0
Apr-20,ENA,4,298,47,7,51,592,611,1,"1,283",52
Apr-20,ENW,0,73,64,0,0,9,"1,121",0,"1,168",0
Apr-20,ERI,0,258,115,10,0,9,264,1,380,2
Apr-20,ESN,0,46,96,18,0,150,458,29,826,196
Apr-20,EUG,315,247,237,249,0,61,668,31,426,396
Apr-20,EVB,0,8,480,0,0,0,"3,124",0,"6,733",0
Apr-20,EVV,48,266,274,83,0,27,283,7,423,81
Apr-20,EWB,0,44,89,0,0,114,382,8,403,6
Apr-20,EWN,105,187,237,63,0,270,"1,067",192,"1,570",52
Apr-20,EWR,"3,825",618,64,9,0,56,274,17,0,0
Apr-20,EYW,407,178,252,0,0,10,333,8,208,4
Apr-20,FAI,333,427,258,119,0,576,"1,579",48,"1,776",90
Apr-20,FAR,366,"1,111",463,58,0,57,605,37,"1,139",189
Apr-20,FAT,651,234,423,195,0,185,"1,270",152,428,312
Apr-20,FAY,122,130,251,72,0,0,360,15,344,80
Apr-20,FCM,0,105,719,0,0,7,"2,688",30,"5,618",2
Apr-20,FDK,0,18,119,11,0,78,740,6,832,6
Apr-20,FFZ,0,258,191,0,0,"4,907","3,470",136,"12,447",7
Apr-20,FIN,0,2,286,3,0,0,"2,370",8,"6,130",36
Apr-20,FLG,129,94,115,21,0,439,"1,120",13,323,10
Apr-20,FLL,"4,880",565,416,25,0,53,256,12,0,0
Apr-20,FLO,0,77,246,43,0,10,362,8,267,0
Apr-20,FMN,0,179,38,13,0,252,533,29,759,44
Apr-20,FMY,0,185,992,8,0,8,"2,129",0,"2,309",6
Apr-20,FNT,300,170,240,20,3,2,319,1,133,6
Apr-20,FOE,2,6,47,267,0,10,157,124,127,439
Apr-20,FOK,0,97,141,12,0,6,589,76,434,496
Apr-20,FPR,0,339,342,5,0,121,911,2,"1,678",0
Apr-20,FRG,0,125,168,1,0,11,169,1,0,0
Apr-20,FSD,435,"1,018",489,188,0,28,765,7,574,82
Apr-20,FSM,16,120,257,160,0,15,431,30,329,116
Apr-20,FTG,0,0,231,0,0,0,"1,257",2,"1,430",0
Apr-20,FTW,0,176,792,17,0,106,"2,281",12,"5,578",24
Apr-20,FTY,0,70,405,0,0,0,506,0,"1,256",0
Apr-20,FUL,0,1,382,0,0,5,"2,074",6,"1,502",0
Apr-20,FWA,480,273,189,84,0,2,263,66,264,36
Apr-20,FWS,0,6,112,0,0,51,"1,514",0,"1,740",0
Apr-20,FXE,0,346,"1,369",18,0,107,"3,444",4,"4,919",0
Apr-20,FYV,0,24,129,39,0,9,414,3,350,124
Apr-20,GCK,0,179,157,48,0,11,395,4,88,560
Apr-20,GCN,0,18,36,36,0,163,105,14,428,47
Apr-20,GEG,"1,545",678,158,51,1,26,237,25,275,106
Apr-20,GEU,0,3,46,0,0,0,"2,276",2,"4,446",0
Apr-20,GFK,5,148,228,9,0,18,266,9,285,0
Apr-20,GGG,0,78,346,54,0,63,403,1,198,50
Apr-20,GJT,175,266,211,26,0,33,"1,000",2,694,38
Apr-20,GKY,0,35,399,0,0,0,"2,443",2,"4,358",0
Apr-20,GLH,1,113,25,83,0,4,455,17,32,"1,226"
Apr-20,GLS,0,90,176,45,0,271,509,58,398,0
Apr-20,GMU,0,109,325,6,0,363,"1,983",61,794,16
Apr-20,GNV,203,194,588,70,0,3,"1,640",14,"1,156",98
Apr-20,GON,0,10,127,5,0,2,785,45,682,94
Apr-20,GPI,118,163,132,21,0,13,446,17,416,104
Apr-20,GPM,0,2,104,0,0,0,"2,823",27,"3,104",170
Apr-20,GPT,181,237,135,"1,841",0,30,288,297,409,308
Apr-20,GRB,241,220,225,9,0,5,389,0,158,6
Apr-20,GRI,4,196,87,7,0,15,229,45,260,46
Apr-20,GRR,"1,175",249,388,8,1,31,274,0,0,0
Apr-20,GSN,20,18,110,0,0,78,199,4,0,0
Apr-20,GSO,728,553,563,44,1,13,784,5,378,14
Apr-20,GSP,970,152,221,137,0,42,151,50,12,24
Apr-20,GTF,203,553,107,76,0,36,280,142,448,136
Apr-20,GTR,0,107,116,555,2,35,481,394,519,"1,501"
Apr-20,GTU,0,9,648,8,0,4,"3,791",6,"5,268",8
Apr-20,GUM,191,14,149,35,0,8,107,34,0,28
Apr-20,GYH,0,119,80,25,0,332,970,441,"1,458",124
Apr-20,GYI,0,24,155,0,0,8,"2,020",0,"2,626",0
Apr-20,GYR,20,19,74,4,5,263,"1,443",9,"2,974",26
Apr-20,GYY,11,41,157,5,16,20,236,12,380,8
Apr-20,HEF,0,142,479,48,0,65,828,43,"1,005",84
Apr-20,HFD,0,4,91,5,0,5,953,2,"1,178",14
Apr-20,HGR,4,38,118,27,0,46,470,75,424,8
Apr-20,HHR,0,65,166,4,0,16,745,4,"1,149",0
Apr-20,HIO,4,215,531,3,0,8,"4,468",1,"6,074",0
Apr-20,HKS,0,54,211,10,0,70,358,60,662,242
Apr-20,HKY,2,38,98,5,0,91,612,100,288,4
Apr-20,HLG,0,10,34,14,0,2,333,113,524,454
Apr-20,HLN,153,109,46,24,0,18,590,101,658,54
Apr-20,HND,0,56,295,3,0,70,"1,184",3,751,0
Apr-20,HNL,"4,479","1,152",444,612,0,984,"1,202",145,84,3
Apr-20,HOB,0,56,29,4,0,53,327,0,32,0
Apr-20,HOU,"3,941",563,774,18,0,54,871,27,0,0
Apr-20,HPN,220,465,391,6,0,61,796,2,191,0
Apr-20,HQZ,0,20,147,1,0,120,"1,261",5,"4,190",2
Apr-20,HRL,392,88,89,469,0,0,322,124,220,"2,339"
Apr-20,HSA,0,4,51,417,0,0,437,289,564,375
Apr-20,HSV,415,263,237,505,0,2,344,199,190,978
Apr-20,HTS,86,197,86,10,0,12,126,1,20,0
Apr-20,HUF,0,4,152,12,0,13,341,2,435,0
Apr-20,HUM,0,608,121,0,0,"1,591",669,2,627,0
Apr-20,HUT,0,21,113,76,0,15,304,12,708,178
Apr-20,HVN,62,72,74,2,0,10,244,0,486,4
Apr-20,HWD,0,32,222,2,0,4,"1,545",9,"1,867",0
Apr-20,HWO,0,0,287,0,0,0,"2,820",0,"6,534",0
Apr-20,HXD,188,116,275,4,0,12,545,15,440,12
Apr-20,HYA,0,533,93,2,0,907,596,0,576,30
Apr-20,HYI,0,95,448,30,0,21,999,6,"1,260",12
Apr-20,IAD,"4,306","2,371",450,16,0,11,131,24,0,0
Apr-20,IAG,22,16,45,129,0,0,288,11,301,90
Apr-20,IAH,"7,907","1,715",188,13,0,30,293,7,0,0
Apr-20,ICT,609,758,805,353,0,34,525,30,300,10
Apr-20,IDA,83,201,139,1,0,24,567,1,404,0
Apr-20,IFP,4,1,19,15,0,115,342,16,212,56
Apr-20,ILG,0,50,286,79,0,19,650,103,445,141
Apr-20,ILM,183,461,447,297,0,20,852,108,857,262
Apr-20,IND,"5,022",494,275,26,3,15,97,0,0,0
Apr-20,INT,12,96,206,5,0,57,863,7,"1,042",22
Apr-20,IPT,0,90,89,0,0,60,230,2,68,0
Apr-20,ISM,0,28,947,10,0,77,"1,587",0,"2,448",2
Apr-20,ISO,0,4,131,190,0,54,255,55,177,660
Apr-20,ISP,194,85,271,15,0,80,912,51,"1,186",0
Apr-20,ITH,0,189,39,0,0,0,338,2,"1,016",20
Apr-20,ITO,597,210,43,56,0,10,128,58,122,187
Apr-20,IWA,247,534,"1,079",61,0,"2,250","2,897",55,"9,510",142
Apr-20,IXD,0,72,137,15,0,42,594,62,710,28
Apr-20,JAC,140,192,122,3,0,6,68,2,0,0
Apr-20,JAN,359,115,152,339,0,36,77,43,70,"1,456"
Apr-20,JAX,"1,753",305,241,243,0,61,108,64,66,392
Apr-20,JEF,0,0,180,2,0,6,739,49,"1,706",29
Apr-20,JFK,"5,447",114,71,7,0,130,242,12,12,0
Apr-20,JLN,62,38,140,0,0,22,409,0,602,0
Apr-20,JNU,425,126,65,6,12,892,499,23,250,14
Apr-20,JQF,8,155,492,4,8,329,"2,684",12,"2,450",12
Apr-20,JRF,0,0,48,80,0,1,"1,131",341,"9,322","1,175"
Apr-20,JVL,0,107,68,1,0,21,837,4,"1,716",20
Apr-20,JXN,1,16,91,2,0,9,388,2,442,4
Apr-20,KOA,529,89,107,104,0,227,693,19,"3,537",214
Apr-20,LAF,0,5,93,1,0,15,251,1,195,0
Apr-20,LAL,0,39,790,28,0,0,"2,125",4,"3,547",102
Apr-20,LAN,140,707,129,10,0,10,114,3,32,0
Apr-20,LAS,"7,938",591,342,214,0,40,217,34,0,0
Apr-20,LAW,30,0,105,"1,012",0,0,214,16,111,12
Apr-20,LAX,"14,396",752,195,11,1,4,113,20,0,0
Apr-20,LBB,553,640,570,593,0,468,939,57,"1,670",256
Apr-20,LBE,43,91,94,6,0,17,612,10,346,20
Apr-20,LCH,0,243,230,85,0,220,576,5,570,11
Apr-20,LEB,0,278,80,4,0,172,357,10,242,8
Apr-20,LEE,0,28,658,0,0,46,"1,847",3,"4,420",6
Apr-20,LEX,396,325,492,14,0,58,997,20,158,0
Apr-20,LFT,178,180,345,21,0,543,667,8,247,2
Apr-20,LGA,"2,255",27,43,28,0,2,184,13,0,0
Apr-20,LGB,610,102,"1,098",42,0,140,"3,267",18,"6,580",0
Apr-20,LIH,489,157,38,67,0,217,122,29,115,49
Apr-20,LIT,940,283,586,343,0,73,768,32,177,199
Apr-20,LMT,0,141,95,212,0,67,445,183,360,358
Apr-20,LNK,0,321,547,331,0,49,"1,208",48,"1,493",208
Apr-20,LNS,0,285,334,48,0,6,896,34,656,66
Apr-20,LOU,0,5,248,0,0,20,"2,510",6,"1,599",0
Apr-20,LRD,117,200,164,589,0,32,591,88,782,"2,152"
Apr-20,LSE,0,182,58,1,0,7,318,1,64,0
Apr-20,LUK,0,288,567,2,0,49,"1,258",0,"2,154",2
Apr-20,LVK,0,114,714,9,0,0,"2,480",3,"4,788",0
Apr-20,LWB,105,2,56,4,0,71,88,12,38,0
Apr-20,LWM,0,20,83,1,0,0,936,0,934,0
Apr-20,LWS,0,146,73,0,0,76,809,0,572,0
Apr-20,LYH,54,53,221,22,0,27,867,19,"1,442",24
Apr-20,LZU,0,214,594,2,0,23,"2,866",0,"3,030",0
Apr-20,MAF,530,188,384,468,0,4,509,79,463,613
Apr-20,MBS,2,204,149,9,0,4,130,2,99,2
Apr-20,MCI,"3,204",54,53,67,0,5,86,16,92,12
Apr-20,MCN,1,105,193,9,0,0,346,0,168,0
Apr-20,MCO,"8,044",415,263,8,0,53,133,10,0,0
Apr-20,MDH,0,5,15,0,0,23,260,15,220,0
Apr-20,MDT,511,693,185,205,1,15,175,60,87,329
Apr-20,MDW,"5,809",440,236,17,0,58,382,8,0,0
Apr-20,MEI,3,87,167,"1,470",0,77,528,313,552,"2,167"
Apr-20,MEM,"13,609",484,440,84,0,9,134,2,0,0
Apr-20,MER,0,0,12,16,0,0,505,37,660,92
Apr-20,MFD,0,13,192,83,0,3,227,11,68,62
Apr-20,MFE,262,103,249,"1,186",0,4,"1,060",38,482,114
Apr-20,MFR,400,315,212,16,0,79,796,4,539,54
Apr-20,MGM,69,172,303,"1,056",0,38,470,265,630,"1,217"
Apr-20,MGW,0,348,104,10,0,963,497,29,598,8
Apr-20,MHK,10,53,176,52,0,18,785,76,"1,072",236
Apr-20,MHR,212,103,216,162,212,569,"1,138",281,886,414
Apr-20,MHT,971,691,263,48,0,51,207,0,198,0
Apr-20,MIA,"9,501",619,233,15,0,11,140,8,0,0
Apr-20,MIC,0,1,142,0,0,47,"1,554",4,"1,974",0
Apr-20,MIE,0,1,160,10,0,6,"1,074",2,750,0
Apr-20,MKC,0,512,331,9,0,108,"1,193",19,722,0
Apr-20,MKE,"2,322","1,200",207,19,0,16,104,0,0,0
Apr-20,MKG,0,151,162,6,2,0,306,2,529,0
Apr-20,MKK,0,240,25,16,0,885,205,33,112,32
Apr-20,MKL,0,165,190,4,0,6,563,40,718,14
Apr-20,MLB,275,66,"1,458",8,0,78,"1,636",5,625,0
Apr-20,MLI,129,308,236,24,0,0,317,15,518,62
Apr-20,MLU,8,199,177,280,0,4,391,44,580,100
Apr-20,MMU,0,234,264,1,0,2,465,0,"1,315",0
Apr-20,MOB,160,279,124,"2,087",0,12,253,901,342,"2,146"
Apr-20,MOD,0,106,442,8,0,412,807,7,622,0
Apr-20,MOT,70,221,105,6,0,63,267,14,"1,328",269
Apr-20,MQY,3,83,742,10,0,97,"2,522",79,"4,666",46
Apr-20,MRI,0,90,204,0,0,551,"3,821",0,"3,560",0
Apr-20,MRY,178,182,279,33,0,33,727,22,284,4
Apr-20,MSN,794,176,432,177,0,13,939,99,952,60
Apr-20,MSO,271,194,163,11,0,77,620,9,296,46
Apr-20,MSP,"7,190","3,074",159,50,1,4,43,4,0,0
Apr-20,MSY,"2,868",111,105,11,0,90,111,10,0,0
Apr-20,MTN,0,58,181,42,0,39,"1,130",39,636,28
Apr-20,MVY,0,88,56,5,0,46,279,3,88,4
Apr-20,MWA,0,258,28,3,0,120,101,8,172,3
Apr-20,MWC,0,7,67,0,0,6,293,2,296,2
Apr-20,MWH,20,42,93,121,37,13,228,105,180,217
Apr-20,MYF,1,63,694,48,0,64,"2,871",69,"7,224",55
Apr-20,MYR,412,146,296,350,0,9,577,18,839,306
Apr-20,NEW,0,31,261,35,0,57,563,25,540,10
Apr-20,NQA,0,6,247,65,0,6,593,7,564,609
Apr-20,OAJ,191,45,61,42,0,109,473,65,358,674
Apr-20,OAK,"4,190",729,257,11,0,146,629,18,480,90
Apr-20,OCF,4,40,887,9,0,5,"1,511",6,982,8
Apr-20,OGD,0,11,"1,146",8,0,100,"4,964",10,"2,767",4
Apr-20,OGG,627,198,99,50,0,683,525,69,"1,208",37
Apr-20,OJC,0,9,185,0,0,8,782,0,326,2
Apr-20,OKC,"1,892",213,478,894,0,87,342,298,14,250
Apr-20,OLM,0,12,296,14,0,33,"1,716",5,"2,418",18
Apr-20,OLV,0,81,219,9,0,50,"1,463",2,"2,086",0
Apr-20,OMA,"1,715",628,421,38,1,18,360,36,430,4
Apr-20,OMN,0,0,121,0,0,0,"1,781",0,"3,478",0
Apr-20,ONT,"3,831",728,111,12,0,63,253,11,313,10
Apr-20,OPF,3,430,"1,211",104,0,81,"1,743",358,"2,263",377
Apr-20,ORD,"17,667","6,525",58,21,0,0,57,0,0,0
Apr-20,ORF,"1,335",110,276,12,0,2,275,5,0,0
Apr-20,ORH,95,59,107,5,0,19,330,2,155,6
Apr-20,ORL,0,265,750,3,0,78,"1,708",12,"2,962",0
Apr-20,OSH,0,126,94,2,0,7,677,8,458,4
Apr-20,OSU,0,162,136,1,0,71,777,70,288,0
Apr-20,OTH,0,179,41,23,0,40,128,141,122,293
Apr-20,OUN,0,5,107,2,0,4,396,2,514,0
Apr-20,OWB,0,144,88,30,0,41,360,5,206,36
Apr-20,OWD,0,20,106,0,0,77,665,0,350,0
Apr-20,OXC,0,52,127,1,0,20,570,52,743,26
Apr-20,OXR,0,54,306,3,0,194,854,1,"1,888",0
Apr-20,PAE,288,49,408,65,14,3,"2,186",1,"1,194",124
Apr-20,PAH,0,170,107,31,0,115,563,41,416,32
Apr-20,PAO,0,2,186,0,0,27,"1,382",1,"2,513",2
Apr-20,PBI,"1,419","1,036",903,35,0,64,856,36,16,0
Apr-20,PDK,1,503,"1,172",14,0,68,"2,882",4,"1,208",0
Apr-20,PDT,0,261,20,0,0,82,250,36,383,21
Apr-20,PDX,"4,490","1,086",268,53,0,331,363,3,270,2
Apr-20,PGD,290,58,526,28,0,20,"1,491",18,"1,288",8
Apr-20,PHF,147,170,295,503,0,2,551,189,550,"1,342"
Apr-20,PHL,"8,527","2,583",181,73,0,25,83,15,0,0
Apr-20,PHX,"12,386","1,557",484,103,11,532,356,38,0,0
Apr-20,PIA,288,184,163,108,0,35,328,45,170,100
Apr-20,PIE,197,143,"1,186",167,0,8,"1,393",239,"4,247",315
Apr-20,PIH,0,211,48,18,0,14,309,1,222,26
Apr-20,PIT,"2,646","1,330",178,316,0,18,78,1,22,26
Apr-20,PKB,0,160,133,56,0,14,299,186,372,927
Apr-20,PMD,0,0,211,347,0,0,42,32,76,648
Apr-20,PMP,0,17,462,0,0,31,"2,983",0,"6,248",0
Apr-20,PNE,0,85,240,9,0,1,865,0,818,0
Apr-20,PNS,912,331,510,553,0,26,"1,566",412,"3,916",40
Apr-20,POC,0,2,225,2,0,2,"1,562",1,"1,695",0
Apr-20,POU,0,31,241,0,0,4,603,10,810,1
Apr-20,PRC,0,182,276,20,0,99,"1,365",8,"1,360",0
Apr-20,PSC,287,197,184,200,0,46,428,25,246,211
Apr-20,PSP,560,296,219,10,0,74,417,37,124,12
Apr-20,PTK,7,221,537,2,1,48,774,2,971,0
Apr-20,PUB,1,225,216,41,2,33,427,"2,715",242,"5,313"
Apr-20,PVD,"1,160",199,131,27,0,5,133,2,144,8
Apr-20,PVU,23,75,465,11,0,12,"1,959",3,"2,736",14
Apr-20,PWA,4,38,425,11,0,49,"1,436",6,994,50
Apr-20,PWK,0,430,371,0,0,17,759,1,786,0
Apr-20,PWM,442,425,154,40,0,31,388,4,66,4
Apr-20,RAL,0,0,390,2,0,249,"2,203",14,"3,333",0
Apr-20,RAP,112,418,204,38,0,15,579,123,992,95
Apr-20,RBD,0,11,230,3,0,0,"1,069",3,818,46
Apr-20,RDD,4,267,80,8,0,"1,836",943,4,"2,727",6
Apr-20,RDG,0,168,234,20,0,37,416,17,48,0
Apr-20,RDM,354,207,102,13,11,116,"2,249",3,"1,325",18
Apr-20,RDU,"2,745",488,866,67,0,19,"1,591",148,"1,051",44
Apr-20,RFD,"1,709",28,278,16,1,2,326,14,248,0
Apr-20,RHV,0,1,121,0,0,7,"2,564",3,"2,064",0
Apr-20,RIC,"1,152",392,326,112,1,24,405,131,840,98
Apr-20,RME,0,5,82,61,0,6,497,25,332,54
Apr-20,RNM,0,0,120,3,0,0,"1,955",36,"3,480",61
Apr-20,RNO,"1,350",355,397,57,0,42,898,31,801,36
Apr-20,RNT,5,1,196,0,0,98,"2,099",95,"3,559",0
Apr-20,ROA,175,451,205,27,0,11,327,13,196,0
Apr-20,ROC,888,475,270,20,0,7,564,82,264,0
Apr-20,ROG,0,8,177,0,0,2,228,0,80,0
Apr-20,ROW,199,98,115,402,0,89,252,99,466,330
Apr-20,RST,51,396,307,44,0,102,458,0,586,80
Apr-20,RSW,"2,549",234,277,228,0,22,113,64,0,6
Apr-20,RVS,0,31,"1,015",1,0,122,"3,582",8,"5,250",0
Apr-20,RYN,0,0,485,20,0,0,"2,664",75,"4,264",219
Apr-20,RYY,0,76,404,6,0,66,"1,651",17,"2,468",26
Apr-20,SAC,0,27,537,10,0,103,"2,216",14,448,63
Apr-20,SAF,119,77,187,35,0,55,570,84,682,76
Apr-20,SAN,"5,169",370,101,21,0,11,92,67,0,0
Apr-20,SAT,"2,726",628,823,176,0,182,732,38,0,0
Apr-20,SAV,869,508,898,418,0,66,"1,207",84,"1,191",298
Apr-20,SAW,7,337,16,0,9,75,161,0,154,0
Apr-20,SBA,296,290,455,29,0,37,"1,604",40,263,14
Apr-20,SBN,353,245,211,6,0,11,338,7,391,0
Apr-20,SBP,183,282,233,23,7,73,"1,262",40,516,6
Apr-20,SBY,0,385,93,37,0,69,326,172,226,550
Apr-20,SCK,92,38,326,76,0,48,680,100,345,162
Apr-20,SDF,"9,067",674,129,38,0,71,192,9,82,2
Apr-20,SDL,0,967,"1,237",8,2,302,"4,483",6,"8,581",6
Apr-20,SDM,4,24,113,44,0,0,972,104,"2,820",131
Apr-20,SEA,"11,544",255,66,11,0,15,185,11,8,0
Apr-20,SEE,0,30,321,44,0,30,"2,845",13,"4,507",2
Apr-20,SFB,117,"2,166",332,0,0,"3,583",931,4,"2,391",6
Apr-20,SFF,0,24,142,0,0,249,"1,193",1,614,0
Apr-20,SFO,"6,576",842,94,36,0,27,85,222,0,0
Apr-20,SGF,348,396,319,100,0,25,289,31,130,7
Apr-20,SGJ,0,47,461,31,0,40,"2,597",43,"5,974",126
Apr-20,SGR,0,67,524,14,0,71,"1,162",5,"1,822",10
Apr-20,SHV,365,292,153,41,0,21,272,18,177,0
Apr-20,SIG,1,3,48,7,1,119,628,153,206,38
Apr-20,SJC,"3,002",495,285,8,0,26,592,2,347,4
Apr-20,SJT,84,199,316,701,0,18,499,149,498,"1,949"
Apr-20,SJU,"1,871","1,305",215,91,14,937,306,41,24,0
Apr-20,SLC,"8,049","2,199",601,138,0,307,"1,783",87,818,40
Apr-20,SLE,0,93,199,2,0,175,866,32,701,8
Apr-20,SLN,129,32,83,69,0,18,323,66,376,268
Apr-20,SMF,"3,268",612,161,78,0,13,261,30,50,240
Apr-20,SMO,0,29,278,5,0,23,841,5,213,0
Apr-20,SMX,0,261,181,12,0,137,878,0,746,60
Apr-20,SNA,"1,689",413,"1,120",2,0,11,"3,668",17,"6,518",0
Apr-20,SNS,0,11,697,2,0,38,"1,431",33,"1,196",10
Apr-20,SPG,0,2,245,2,0,218,"1,884",0,"1,878",4
Apr-20,SPI,125,54,208,122,0,21,457,37,247,172
Apr-20,SQL,0,85,101,0,0,20,883,0,622,12
Apr-20,SRQ,600,336,"1,202",116,0,67,"1,939",61,"2,191",22
Apr-20,SSF,0,5,189,144,0,113,"1,955",50,"3,770",146
Apr-20,STC,16,9,114,8,0,21,715,149,668,156
Apr-20,STJ,0,2,63,53,0,12,281,71,324,192
Apr-20,STL,"4,519","1,366",139,91,0,98,97,71,34,68
Apr-20,STP,0,97,375,27,0,18,441,76,594,92
Apr-20,STS,178,67,274,6,0,206,"1,529",16,"1,327",12
Apr-20,STT,165,320,56,0,1,536,307,7,295,2
Apr-20,STX,60,213,39,3,0,507,293,3,66,0
Apr-20,SUA,0,204,814,5,0,278,"3,645",5,"1,140",0
Apr-20,SUN,59,142,96,3,0,5,225,0,32,0
Apr-20,SUS,0,352,534,6,0,18,"1,550",9,"2,168",4
Apr-20,SUX,0,88,173,255,13,21,258,2,259,144
Apr-20,SWF,166,186,183,98,0,50,224,54,406,244
Apr-20,SWO,0,31,59,40,0,75,406,44,494,201
Apr-20,SYR,791,256,154,154,0,5,324,161,183,231
Apr-20,TCL,1,14,131,211,0,34,685,77,693,236
Apr-20,TEB,0,731,495,6,0,32,132,2,0,0
Apr-20,TIW,0,6,367,0,0,0,"1,275",6,"1,322",12
Apr-20,TIX,0,13,588,0,0,0,"1,780",1,"4,526",8
Apr-20,TKI,0,79,316,2,0,287,"1,817",6,"4,760",4
Apr-20,TLH,322,220,576,370,0,72,620,31,433,163
Apr-20,TMB,0,45,923,15,0,4,"3,926",4,"5,708",0
Apr-20,TOA,0,4,485,1,0,0,"2,598",4,"4,544",0
Apr-20,TOL,43,185,218,131,0,44,287,7,81,58
Apr-20,TOP,0,5,165,4,0,4,422,3,436,8
Apr-20,TPA,"5,272",490,539,63,0,28,328,47,0,0
Apr-20,TRI,155,269,262,162,0,5,418,47,528,238
Apr-20,TTD,0,0,55,0,0,2,"1,574",2,"3,659",0
